,0
7981,"Well, I... I've got a pop-up book that told me everything I need to know."
7982,I've never slept with someone for a part.
7983,Well is she... 
7985,It's alright. Is she good-looking?
7986,"Yeah, she's totally good looking. I mean, if I met her in a bar, or something, I'd be buying her breakfast.  You know, after having slept with her."
7987,"Y'know, maybe this isn't such a big deal. Y'know, I mean, the way that I see it is you get a great job and you get to have sex. Y'know, I mean, throw in a tree and a fat guy and you've got Christmas."
7988,"I just... I just don't think that I want it that way though, y'know? I mean, let's say I do make it, alright? I'm always gonna look back and wonder if it was because of my talent or because of.. y'know, the Little General."
7989,Didn't you used to call it the Little Major?
7990,"Yeah, but after Denise DeMarco, I had to promote it."
7991,Can I get you something from the bar?
7992,"Yes, I would like something.  No, no thank you."
7993,"If... if you want to drink, it's OK with me, I've got to get used to it."
7994,"No, no really. I.. I wouldn't feel right about it.  Just some water."
7995,So the light went out in my refrigerator...
7996,I'd like a scotch on the rocks with a twist.
7997,"Hey, we're having some fun now, huh, Ross? Wanna do another one, huh Russ? OK... eleven letters, atomic element number 101... ends in ium."
7998,Dysprosium.
7999,Dysprosium? Try mendelevium.
8000,"And weenie number two has it. Unless, of course, nine-down, Knights in White Satin was sung by the Doody Blues."
8001,You don't see it? You actually don't see it?
8003,"OK honey, you're dating Ross."
8004,"No, Phoebs. I'm dating Russ."
8005,Russ is Ross. Russ... Ross!
8006,Steve... sleeve!
8007,"OK, noone is named Sleeve."
8008,"Phoebe, what the hell are you talking about? Other than their names being similar, I'm sorry, I do not see what you're seeing."
8009,"For your information, it's a card sharp, not a card shark."
8010,You could not be more wrong. You could try... but you would not be successful.
8011,"OK, I'm gonna get some more coffee before the pinching and eye-poking begins."
8012,I know what your problem is.
8013,"Oh you do, do you?"
8014,"Um-hum, you're jealous."
8015,Of... of what?
8016,You're jealous because I'm a real doctor.
8017,"Hey, you're a doctor of gums. That's the smallest body part you can major in. It's like day one, floss. Day two, here's your diploma."
8018,"Hey, you listen."
8019,"No, no, let me finish."
8020,"No, let me finish."
8021,"No, you let me fini..."
8024,"Ewww, ewww, ewww, ewww! "
8025,Did Joey say what he was gonna go when he left?
8026,"No, I don't even think he knew. Hey, would you sleep with somebody to get a great job?"
8027,I don't know. Who would I have to sleep with?
8028,Me.
8029,Why would I have to sleep with you?
8030,It's my game. You want the job or not?
8033,Where ya goin'?
8034,"Bobby and I are going away for the weekend, remember?"
8035,Ooooohhhh.
8036,What's with all the bottles of liquor?
8037,"What's going on, is... uh, Bobby drinking again?"
8038,"Oh no no, this is not for him, this is for me. That way he's still sober but I find his stories about shoelaces much more amusing."
8039,"Oh God, even his knock is boring."
8040,Hi. I'll be ready in just a second.
8041,"Uh, can I talk to you a minute?"
8043,This is really hard for me to say.
8044,"Oh God, you fell off the wagon."
8045,"Oh, no, no, it's about you."
8046,What about me?
8047,I think you may have a drinking problem.
8048,"What these?  Oh, these are, um, for.. cuts and scrapes."
8049,"Look, I am just not strong enough to be in a codependent relationship right now, OK?"
8050,Oh... sh**t.
8051,"Well, anyway, I hope we can be friends."
8053,Take care.
8054,You too.
8056,Well we... we kinda broke up.
8057,Awwwwwwww.
8058,Does anybody want these?
8059,I'll take one. Sometimes I like to hold stuff like this and pretend I'm a giant.
8062,How'd the callback go?
8063,It was unbelievable! I walked in there and she was all over me.
8064,So what'd you do?
8065,"Well, I couldn't do it. I told her I didn't want to get the part that way."
8067,"But wait, wait, wait. Then, after I left her office, she caught up with me at the elevator and offered me an even bigger part."
8068,So... and?
8069,"Soooooo... you are now looking at Dr. Drake Ramore, neurosurgeon, recurring in at least four episodes!"
8070,Allright!
8071,Alright... I've got to go shower. 
8073,"Oh, hey."
8075,"I guess you guys heard, Rachel dumped me."
8076,"Yeah, I'm sorry man."
8077,"Oh, all she said was that I remind her too much of somebody. You have any idea who she's talking about?"
8078,"Oh I do, it's.... it's Bob Saget. She hates him."
8082,"Hey, Julie! Hey, how are you doing?"
8083,"Um, oh, I don't know. I mean, it's definitely weird not being with Ross, but I guess I'm doing OK. Actually I've got some of his stuff that he, um...."
8084,"Ok. Here's his diaper bag, and his uh, Mr. Winky, and uh...oh, him. Hi!"
8085,So how did everything go?
8086,"Oh, great. Great. There was a projectile, uh, throwing up incident, but he started it."
8087,"Well, we've gotta go."
8089,"Oh, right. Um, I've got some news. It's about us."
8090,"Oh, you and me?"
8091,"Uh, no, Susan and me."
8092,The other us.
8094,"We're uh, we're getting married."
8095,"As in, ""I now pronounce you wife and wife"" married?"
8096,"Anyway, we'd like you to come, but we totally understand if you don't want to."
8097,Why wouldn't I want to come? I had fun at the first wedding.
8098,Look I just thought that...
8099,"No no no, I mean, hey, why shouldn't I be happy for you? What would it say about me if I couldn't revel in your joy? I'm revelling baby, believe me!"
8100,Is your finger caught in that chair?
8102,Want us to go?
8104,This is so cool. You're actually gonna be on television.
8105,"It really hit me last night. I'm gonna be on Days of our Lives. And then I started thinkin' about all of u, and how these are the days of our lives.."
8106,"Yes! Carol and Susan's caterer had a mountain bike accident this weekend, and she's in a full body cast."
8108,"They want me to do it, which is really cool, seeing as I've never catered before, and I really need the money, and this isn't a problem for you, is it?"
8109,Would it matter?
8110,"Oh, you are so great!  Thank you!"
8111,Are you really not going?
8112,"I am really not going. I don't get it. They already live together, why do they need to get married?"
8113,"They love each other, and they wanna celebrate that love with the people that are close with them."
8114,If you wanna call that a reason.
8115,"Who's the bitterest man in the living room, the bitterest man in the living room? Hi, neighbor."
8116,"Ross, I thought you were over this."
8117,"Look, that has nothing to do with this, ok? She's my ex-wife. If she were marrying a guy, none of you'd expect me to be there."
8118,"Hey, if she were marrying a guy, she'd be like the worst lesbian ever."
8119,Did I miss it? Did I miss it?
8120,"No, I'm on right after this guy sh**t himself."
8121,"Whoa, she's pretty."
8122,"Yeah, and she's really nice too. She taught me all about how to work the cameras, and smell-the-fart acting."
8123,"I'm sorry, what?"
8125,"It's like, you got so many lines to learn so fast, that sometimes you need a minute to remember your next one. So while you're thinkin' of it, you take this big pause where you look all intense, you know, like this."
8126,"Oh, ok."
8127,"There's my scene, there's my scene.  ""Mrs. Wallace, I'm Dr. Drake Ramoray, your sister's neurosurgeon."
8128,Is she gonna be all right?
8129,I'm afraid the situation is much worse than we expected. Your sister is suffering from a..subcranial hematoma. Perhaps we can discuss this over coffee.
8130,Nice!
8132,Excellent!
8133,For a minute there I thought you were actually tryin' to smell something.
8134,That is so good! Do it again!
8135,"All right, all right. ""Damnit Braverman, it's right there on the chart!"""
8136,"That's great. All right, I gotta get to work, I got a big dinosaur bone to inspect."
8137,"No no, that's me."
8139,"Oh, hello."
8140,"Oh, thanks. I couldn't uh..."
8141,Is everything ok?
8142,"Um, no, huh-uh. One of my clients d*ed on the massage table today."
8144,That's a little more relaxed than you want them to get.
8145,"Yeah, um, she was 82 years old. Her name was um, Mrs. Adelman."
8146,"Oh, honey."
8147,"Yeah, it's just so strange. I mean, she probably woke up today and thought, ""ok, I'll have some breakfast, and then I'll take a little walk, and then I'll have my massage."" Little did she know God was thinking, ""Ok, but that's it."" Oh, but the weirdest thing was, ok, I was cleansing her aura when she d*ed, and when the spirit left her body, I don't think it went very far."
8149,I think it went into me.
8150,"God, this is so hard. I can't decide between lamb or duck."
8151,"Well, of course, lambs are scarier. Otherwise the movie would've been called Silence of the Ducks."
8152,"Ok, who ordered what?"
8153,"Oh, I believe I had the half-drunk cappuccino with the lipstick on the rim."
8154,"Yes, and this with the cigarette butt in it, is that decaf?"
8155,Oh god.
8156,I can't believe you're so uptight about your mom comin'.
8157,"I know, but it's just it's the first time, and I just don't want her to think that because I didn't marry Barry, that my life is total crap, you know?"
8158,Talk about crap. Try listening to Stella Niedman tell the story of her and Rod Steiger for the hundredth time.
8159,"Uh, Pheebs, how long do you think this lady'll be with us?"
8160,"I don't know. I mean, she obviously has some kind of unfinished business.  Sit up!"
8161,There she is.
8162,Mom!
8163,"Sweetie! So this is where you work? Oh, it's wonderful! Is it a living room? Is it a restaurant? Who can tell? But I guess that's the fun."
8164,Pretty much.
8165,"Monica! You look gorgeous! Last time I saw you, it was eat or be eaten."
8166,"This is Joey, and Phoebe, and this is Chandler, and you remember Ross."
8167,"Oh hello, Ross."
8168,"Hi, Mrs. Green. "
8169,"So, what do you think of my daughter in the apron with the big job?"
8170,Oh Mom!
8171,"If you didn't pour the coffee, no one would have anything to drink."
8172,"Believe me, sometimes that happens."
8173,"This is just so exciting. You know, I never worked. I went straight from my father's house to the sorority house to my husband's house. I am just so proud of you."
8176,"I know who it is you remind me of. Evelyn Dermer. 'Course, that's before she got the lousy face lift. Now she looks like Soupy Sales."
8177,"Pheebs, who's Evelyn Dermer?"
8178,I don't know. Who's Soupy Sales?
8179,"Oh my god, there's an unattractive nude man playing the cello."
8180,"Yeah, well just be glad he's not playing a smaller instrument."
8181,"You have some life here, sweetie."
8182,"I know. And Mom, I realize you and Daddy were upset when I didn't marry Barry and get the big house in the suburbs with all the security and everything, but this is just so much better for me, you know?"
8183,"I do. You didn't love Barry. And I've never seen you this happy. I look at you and I think, oh, this is what I want."
8184,For...me.
8185,"Well, not just for you."
8186,"Well, what do you mean?"
8187,"I'm uh, considering leaving your father."
8188,"All right. Tell me if this is too cute. Lesbian wedding, chicken breasts."
8189,Oh god. I think I'm gonna be sick.
8190,Why? It's not like I'm putting little nipples on them.
8191,And you had no idea they weren't getting along?
8193,They didn't fight a lot?
8194,"No! They didn't even talk to each other. God, how was I supposed to know they were having problems?"
8195,"In my day, divorce was not an option."
8196,"Hey, look who's up."
8197,"I just can't believe this is happening. I mean, when I was little, everybody's parents were getting divorced. I just figured as a grownup I wouldn't have to worry about this."
